PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_f,Cabin_n,Cabin_s,Name_1,Name_2,GroupId,InGroupId
2155,Europa,0.0,55 Cancri e,47.0,0.0,1320.0,428.0,4.0,24.000000000000004,0.0,0.0,C,82.0,P,Luxons,Colensid,2306.0,5.999999999999999
144,Earth,1.0,PSO J318.5-22,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,28.0,S,Ianya,Hutchinton,164.00000000000003,2.0
276,Europa,0.0,55 Cancri e,23.0,0.0,0.0,584.0,0.0,20.0,2469.0,0.0,C,7.0,P,Suhelik,Geousker,305.0,1.0
4731,Mars,0.0,TRAPPIST-1e,49.0,0.0,1176.0,0.0,20.0,102.99999999999999,0.0,0.0,E,324.0,S,Tous,Flité,5051.0,1.0
4081,Earth,0.0,PSO J318.5-22,20.0,0.0,0.0,272.0,108.0,246.4,230.0,1.0,F,818.0,S,Tonioe,Waltonnedy,4358.0,1.0
2341,Mars,1.0,TRAPPIST-1e,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,151.0,P,Stey,Cry,2521.0,1.0
3021,Earth,0.0,TRAPPIST-1e,64.0,0.0,0.0,0.0,16.0,733.0000000000001,159.0,0.0,G,533.0,P,Annaha,Hahnstoneal,3274.0,3.0
8031,Earth,1.0,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,1382.0,S,Patoya,Moreman,8597.0,1.0
2044,Earth,0.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,G,354.0,P,Nelly,Cruzaley,2189.0,1.0
7379,Earth,1.0,55 Cancri e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,1273.0,S,Edgary,Reenez,7890.0,2.0
1749,Mars,0.0,TRAPPIST-1e,61.0,0.0,952.9999999999999,415.0,974.0,0.0,133.0,0.0,F,358.0,S,Apix,Clake,1861.0,2.0
7938,Europa,0.0,55 Cancri e,20.999999999999996,0.0,2.0,4887.0,64.0,4952.0,1734.0,0.0,B,331.0,S,Shellum,Aindlylid,8475.0,2.0
5181,Earth,0.0,TRAPPIST-1e,18.0,0.0,0.0,288.0,35.0,0.0,434.99999999999994,0.0,F,1143.0,P,Hanna,Peckerson,5527.999999999999,1.0
8606,Earth,0.0,TRAPPIST-1e,43.0,0.0,698.0,94.0,0.0,0.0,0.0,1.0,E,588.0,P,Elindy,Mckinn,9185.0,1.0
1697,Earth,0.0,55 Cancri e,23.0,0.0,0.0,169.0,0.0,553.0,0.0,0.0,F,354.0,P,Nelsie,Puckley,1803.0,1.0
6425,Earth,0.0,TRAPPIST-1e,49.0,0.0,0.0,366.0,0.0,0.0,401.0,1.0,G,1102.0,S,Rosey,Currisones,6784.0,2.0
100,Earth,1.0,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,19.0,S,Natald,Handertiz,108.0,1.0
1796,Earth,0.0,TRAPPIST-1e,21.400000000000002,0.0,0.0,51.0,0.0,37.0,704.0,0.0,E,116.0,P,Letta,Hurchez,1915.0,1.0
8183,Mars,0.0,TRAPPIST-1e,31.0,0.0,946.9999999999999,83.0,19.0,0.0,0.0,0.0,E,562.0,P,Risps,Cuche,8749.0,1.0
1167,Earth,1.0,PSO J318.5-22,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,184.0,P,Aarone,Burryerson,1233.0,1.0
3224,Earth,0.0,TRAPPIST-1e,20.0,0.0,0.0,880.0,5.0,25.0,490.0,0.0,F,654.0,S,Elanie,Hurles,3473.0,1.0
1827,Mars,0.0,PSO J318.5-22,44.0,0.2,708.0,0.0,5.0,0.0,74.0,1.0,D,68.0,S,Mesh,Pread,1956.0,2.0
5596,Europa,0.0,55 Cancri e,58.0,1.0,2.0,3862.0,0.0,1482.0,73.0,0.0,B,203.0,P,Markard,Chuble,5957.0,3.0
3027,Europa,1.0,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,123.0,S,Kabiak,Whifounrew,3279.0,4.0
8342,Earth,0.0,TRAPPIST-1e,33.0,0.0,0.0,3.0,0.0,781.9999999999999,7.0,0.0,E,585.0,S,Therta,Crayeson,8910.0,1.0
3476,Europa,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,117.0,P,Tabik,Pulgaly,3741.0,1.0
1891,Earth,0.0,PSO J318.5-22,36.0,0.0,0.0,809.0,0.0,85.99999999999999,0.0,0.0,F,390.0,S,Gracia,Houseson,2022.0,1.0
1998,Earth,0.0,TRAPPIST-1e,23.0,0.0,426.0,0.0,362.0,0.0,0.0,0.0,E,129.0,P,Aarone,Monroellynn,2135.0,2.0
8620,Europa,1.0,55 Cancri e,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,308.0,P,Bellus,Platch,9197.0,1.0
8469,Europa,1.0,55 Cancri e,25.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,335.0,S,Alphah,Cratrave,9046.0,1.0
4505,Earth,0.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,778.0,0.0,0.0,F,904.0,S,Bobara,Swanardy,4788.0,1.0
3574,Europa,0.0,55 Cancri e,24.0,0.0,38.0,257.0,0.0,54.0,4184.0,0.0,C,137.0,S,Keidhma,Unteckery,3850.0,1.0
2552,Europa,0.0,TRAPPIST-1e,26.0,0.0,2381.0,1772.0,0.0,0.0,2618.0,0.0,C,100.0,S,Giedia,Arterate,2737.0,2.0
7123,Earth,0.0,55 Cancri e,14.999999999999998,0.0,0.0,714.0,0.0,0.0,0.0,1.0,G,1219.0,P,Aude,Hersons,7588.0,2.0
17,Earth,0.0,55 Cancri e,24.0,0.0,0.0,1.0,0.0,0.0,637.0,0.0,F,4.0,P,Carry,Hughriend,15.0,1.0
7195,Earth,0.0,TRAPPIST-1e,24.0,0.0,0.0,96.0,0.0,597.0,0.0,0.0,F,1597.0,P,Erie,Sextones,7689.0,1.0
1120,Earth,1.0,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,183.0,S,Harrie,Browlerson,1186.0,3.0
5140,Earth,1.0,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,881.0,P,Glendy,Welles,5489.0,1.0
7629,Earth,1.0,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,1292.6,P,Mabley,Pittler,8147.0,2.0
2346,Earth,1.0,PSO J318.5-22,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,405.0,S,Dianie,Brownings,2527.0,1.0
5568,Europa,1.0,55 Cancri e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,227.0,S,Muonea,Geakerat,5930.0,1.0
2529,Earth,0.0,TRAPPIST-1e,18.0,0.0,130.0,0.0,13.0,191.0,554.0,0.0,G,431.0,S,Francy,Mayder,2717.0,1.0
4983,Mars,1.0,55 Cancri e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1087.0,P,Cats,Ses,5316.0,1.0
1502,Earth,0.0,TRAPPIST-1e,37.800000000000004,0.0,0.0,3.0,0.0,2.0,923.0,1.0,G,252.99999999999997,P,Lis,Delazarson,1594.0,1.0
632,Earth,1.0,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,98.0,S,Stal,Andackson,659.0,1.0
1933,Europa,0.0,TRAPPIST-1e,27.0,1.0,0.0,0.0,72.0,668.0,2713.0,0.0,C,70.0,P,Asellan,Sprender,2067.0,2.0
3770,Earth,1.0,TRAPPIST-1e,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,618.0,P,Luise,Carpennels,4030.0,2.0
4309,Earth,0.0,TRAPPIST-1e,29.999999999999996,0.0,1.0,797.0,0.0,10.0,0.0,1.0,G,750.0,S,Toddie,Pugherman,4593.0,1.0
7901,Earth,1.0,55 Cancri e,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,1352.0,S,Carita,Loverceson,8441.0,1.0
1144,Earth,1.0,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,186.0,S,Erick,Pollarkeeks,1211.0,4.0
3006,Europa,1.0,55 Cancri e,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,E,217.0,S,Ashird,Myling,3256.0000000000005,1.0
74,Earth,1.0,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,13.0,S,Dellie,Vinozarks,81.0,1.0
6228,Earth,1.0,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,1073.0,S,Annon,Moodsey,6588.0,2.0
1806,Earth,1.0,TRAPPIST-1e,50.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,304.0,S,Olgary,Matts,1925.0,1.0
6553,Mars,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1325.0,S,Chrets,Conca,6914.999999999999,1.0
652,Mars,0.0,TRAPPIST-1e,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,145.0,P,Sug,Conie,683.9999999999999,1.0
1262,Earth,1.0,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,201.0,S,,,1336.0,1.0
414,Europa,1.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,14.0,S,Aldun,Taptiritty,453.0,1.0
7396,Earth,1.0,TRAPPIST-1e,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,E,701.0,P,Joelan,Pughlinsons,7904.0,1.0
4355,Earth,1.0,PSO J318.5-22,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,755.0,P,Delley,Pearsalason,4635.0,1.0
4176,Earth,0.0,TRAPPIST-1e,24.0,0.0,698.0,0.0,51.0,2.0,4.0,1.0,F,917.0,P,Milyn,Nguerrettye,4457.0,1.0
5493,Mars,0.0,TRAPPIST-1e,40.0,0.0,7.0,0.0,5.999999999999999,1206.0,88.0,0.0,F,1118.0,S,Hers,Raste,5860.0,1.0
6656,Mars,0.0,TRAPPIST-1e,29.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,467.0,S,Set,Sturt,7018.0,1.0
6862,Earth,0.0,TRAPPIST-1e,31.599999999999998,0.0,0.0,1.0,11.999999999999998,0.0,779.0,0.0,E,467.0,P,Gretty,Gardsondez,7257.0,2.0
2551,Europa,0.0,55 Cancri e,45.00000000000001,0.0,0.0,726.0,0.0,281.0,1257.0,1.0,C,100.0,S,Naschab,Forous,2737.0,1.0
1833,Earth,0.0,PSO J318.5-22,20.999999999999996,0.0,0.0,0.0,677.0,4.0,0.0,1.0,E,122.00000000000001,P,Joana,Lynnerett,1960.0,2.0
2300,Europa,0.0,TRAPPIST-1e,33.2,0.0,0.0,27.0,0.0,3573.0,3643.0,0.0,C,85.0,P,Golaron,Folhal,2474.9999999999995,1.0
2123,Mars,0.0,PSO J318.5-22,36.0,0.0,240.99999999999997,0.0,670.0,0.0,0.0,0.0,F,460.0,P,Mos,Tirt,2275.0,1.0
6798,Mars,1.0,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1488.0,P,Unchal,Date,7181.0,1.0
1534,Earth,0.0,TRAPPIST-1e,19.0,0.0,889.8,9.0,0.0,0.0,1.0,0.0,F,324.0,P,Raceky,Logannon,1626.0,1.0
8434,Earth,1.0,PSO J318.5-22,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,1459.0,P,Dellia,Shephendry,9009.0,1.0
3607,Earth,0.0,TRAPPIST-1e,29.0,0.0,2478.0,0.0,31.0,4.0,11.0,0.0,F,800.0,P,Violey,Pearsalason,3873.0,1.0
4679,Earth,0.0,TRAPPIST-1e,20.999999999999996,0.0,36.0,162.0,0.0,588.0,0.0,1.0,G,816.0,S,Fayene,Popelacruz,4987.000000000001,1.0
134,Earth,0.0,TRAPPIST-1e,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,25.0,S,Verly,Wolferguson,146.0,1.0
3483,Europa,1.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,118.0,P,Lesat,Brakebarne,3747.0,2.0
2810,Europa,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,97.0,P,Wezena,Alaring,3030.0,2.0
6273,Europa,1.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,247.0,S,Algork,Diateous,6641.0,1.0
2488,Earth,0.0,55 Cancri e,34.0,0.0,0.0,382.0,0.0,87.0,236.0,0.0,G,424.0,S,Adamie,Ingston,2668.0,2.0
4391,Earth,1.0,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,765.0,S,Lonna,Cartez,4663.0,1.0
8373,Earth,0.0,PSO J318.5-22,24.0,0.0,0.0,0.0,40.0,0.0,575.0,0.0,G,1453.0,P,Sallyl,Bonnondry,8956.0,3.0
1754,Earth,0.0,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,292.0,S,Idary,Owery,1865.0,3.0
361,Mars,1.0,TRAPPIST-1e,45.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,69.0,S,Graw,Mepie,396.99999999999994,1.0
163,Earth,1.0,TRAPPIST-1e,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,31.0,S,Branda,Romez,188.0,1.0
1440,Europa,1.0,55 Cancri e,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,64.0,S,Izares,Waring,1523.0,1.0
6746,Europa,1.0,55 Cancri e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,236.0,P,Alasmon,Secont,7117.0,1.0
3887,Europa,1.0,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,133.0,P,Sarich,Pirejus,4170.0,1.0
6128,Mars,1.0,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1339.0,P,Snich,Crité,6468.0,1.0
721,Earth,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,115.0,S,Danna,Toddleton,764.0,1.0
604,Earth,0.0,TRAPPIST-1e,39.0,0.0,0.0,1496.0,0.0,140.0,383.0,0.0,F,135.0,P,Patoya,Wolfaddox,634.0,1.0
3518,Mars,1.0,TRAPPIST-1e,41.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,712.0,S,Coate,Buche,3775.0,1.0
964,Earth,0.0,TRAPPIST-1e,20.0,0.0,759.0,0.0,106.0,202.0,0.0,0.0,F,210.0,P,Chrisa,Harverez,1025.0,1.0
2807,Europa,0.0,55 Cancri e,20.999999999999996,0.0,0.0,878.0,82.0,360.0,1784.0,0.0,C,103.0,P,Geno,Disgul,3029.0,1.0
4147,Earth,0.0,PSO J318.5-22,18.0,0.0,0.0,2.0,1513.0,0.0,0.0,1.0,F,836.0,S,Ireen,Robins,4430.0,1.0
1857,Earth,1.0,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,312.0,S,Scotte,Browlerson,1980.0,1.0
384,Mars,1.0,TRAPPIST-1e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,96.0,P,Ree,Fiha,425.0,3.0
7994,Earth,0.0,PSO J318.5-22,58.0,0.0,487.0,0.0,195.0,0.0,7.0,1.0,E,547.0,P,Britta,Valezaley,8554.0,1.0
5656,Europa,0.0,55 Cancri e,25.000000000000004,0.0,140.0,4451.0,0.0,0.0,2050.0,1.0,B,231.0,S,Dyonevi,Demansty,6015.0,2.0
7986,Mars,1.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,544.0,P,Dow,Chate,8542.0,1.0
1784,Europa,0.0,TRAPPIST-1e,38.0,0.0,0.0,354.0,0.0,1806.0,0.0,1.0,C,72.0,S,Arino,Gocent,1897.0,2.0
3069,Europa,0.0,TRAPPIST-1e,29.999999999999996,0.0,0.0,1076.0,0.0,3725.0,9.0,0.0,E,203.0,P,Alathim,Waring,3312.0000000000005,1.0
6408,Earth,1.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,1098.0,P,Carita,Warrishales,6766.0,2.0
3716,Earth,0.0,55 Cancri e,27.0,0.0,0.0,0.0,2.0,0.0,808.0,0.0,G,655.0,P,Colle,Casonston,3995.0,3.0
6355,Europa,1.0,55 Cancri e,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,E,445.0,S,Skyrmak,Dicely,6722.0,3.0
4405,Europa,0.0,55 Cancri e,29.999999999999996,0.0,0.0,4066.0,0.0,544.0,1272.0,0.0,C,150.0,P,Skatzn,Obeaded,4677.0,1.0
8352,Europa,1.0,TRAPPIST-1e,25.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,E,574.0,P,Zosmark,Unaasor,8937.0,1.0
2819,Europa,0.0,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,37.0,S,Acraban,Conamminal,3039.0,1.0
4951,Europa,1.0,55 Cancri e,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,203.0,S,Menkin,Subateful,5278.000000000001,1.0
2176,Earth,1.0,PSO J318.5-22,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,374.0,S,Kimmie,Hurchez,2325.0,1.0
7758,Earth,1.0,55 Cancri e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,1348.0,P,Diandy,Woody,8277.0,1.0
4434,Earth,1.0,PSO J318.5-22,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,764.0,P,Nichad,Vinozarks,4712.0,1.0
1372,Earth,0.0,PSO J318.5-22,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,221.0,S,Walles,Wellenez,1445.0,1.0
5027,Mars,0.0,TRAPPIST-1e,38.0,0.0,821.8,0.0,363.0,7.0,3.0,0.0,E,342.0,S,Cings,Mith,5372.0,1.0
431,Mars,0.0,TRAPPIST-1e,34.0,0.0,865.0000000000001,0.0,257.0,16.400000000000002,35.0,0.0,F,100.0,P,Grats,Staf,463.0,1.0
7911,Europa,1.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,279.0,P,Jabbab,Voliat,8452.0,2.0
8618,Europa,0.0,TRAPPIST-1e,31.0,0.0,1.0,104.0,1338.0,698.0,126.0,1.0,C,339.0,S,Majorab,Poustive,9196.0,2.0
799,Europa,0.0,55 Cancri e,57.0,0.0,2651.0,2956.0,0.0,266.0,1300.0,0.0,B,31.0,S,Achbah,Fueling,845.0,1.0
3256,Europa,1.0,55 Cancri e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,127.0,S,Alsham,Volloor,3495.0,3.0
2143,Europa,0.0,55 Cancri e,34.0,0.0,0.0,22.0,19.400000000000002,3028.0,3768.0,0.0,C,81.0,P,Arid,Alcemblery,2300.0,2.0
8334,Earth,0.0,TRAPPIST-1e,19.0,0.0,23.0,659.0,0.0,15.0,112.99999999999999,0.0,G,1441.0,P,Stal,Landolphrey,8900.0,1.0
413,Mars,1.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,E,26.0,S,Swafox,Ecart,451.99999999999994,1.0
4593,Earth,1.0,55 Cancri e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,797.0,S,Joya,Singlents,4893.0,1.0
4149,Earth,1.0,TRAPPIST-1e,50.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,728.0,P,Robyna,Loway,4432.0,1.0
8675,Earth,0.0,TRAPPIST-1e,44.0,0.0,1030.0,1015.0,0.0,11.0,60.199999999999996,1.0,F,1893.0,P,Annah,Gilleyons,9259.0,1.0
4150,Earth,1.0,PSO J318.5-22,20.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,729.0,P,Eriney,Guerson,4433.0,1.0
197,Earth,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,37.0,P,Wena,Wilsoney,220.0,2.0
1067,Earth,0.0,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,177.0,S,Molley,Barnolderg,1144.0,1.0
7224,Earth,0.0,TRAPPIST-1e,64.0,0.0,0.0,0.0,0.0,563.0,344.00000000000006,0.0,G,1240.0,P,Gerek,Hultz,7717.0,1.0
3013,Earth,0.0,TRAPPIST-1e,26.0,0.0,0.0,56.0,322.0,6.000000000000001,243.0,1.0,G,531.0,P,Thell,Klindsey,3270.0,1.0
4458,Earth,0.0,TRAPPIST-1e,22.0,0.0,37.0,3.0,0.0,305.0,581.0,1.0,G,773.0,S,Mon,Marson,4739.0,1.0
6078,Mars,0.0,TRAPPIST-1e,34.0,0.0,801.0,0.0,245.99999999999997,1.0,0.0,0.0,E,408.0,P,Unchre,Panie,6422.0,4.0
2630,Earth,1.0,PSO J318.5-22,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,455.0,P,Fredy,Smalloney,2814.0,1.0
2519,Europa,0.0,TRAPPIST-1e,58.0,0.0,1113.0,1650.0,0.0,194.0,510.0,1.0,B,103.0,S,Ziba,Belstrut,2707.0,1.0
8089,Earth,0.0,PSO J318.5-22,20.0,0.0,0.0,4.0,0.0,0.0,624.9999999999999,0.0,F,1774.0,P,Yolace,Berreranks,8642.0,1.0
7402,Europa,1.0,55 Cancri e,25.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,310.0,S,Alzirk,Aneetle,7908.0,1.0
2339,Earth,0.0,TRAPPIST-1e,24.0,0.0,172.0,775.0,344.0,0.0,0.0,1.0,F,485.00000000000006,S,Lyde,Whitez,2519.0,1.0
3731,Earth,0.0,TRAPPIST-1e,34.0,0.0,0.0,847.0,14.0,0.0,0.0,1.0,F,758.0,S,Brancy,Lowelliott,4001.0,5.0
1604,Mars,0.0,TRAPPIST-1e,13.0,0.0,1112.0,0.0,687.0,0.0,3.0,0.0,D,60.0,S,Tors,Breke,1704.0,1.0
6327,Earth,0.0,TRAPPIST-1e,28.0,0.0,62.00000000000001,202.0,542.0,0.0,3.8000000000000003,1.0,F,1390.0,P,Pamont,Schwardson,6691.000000000001,1.0
7976,Mars,0.0,TRAPPIST-1e,32.8,0.0,2502.0,0.0,44.0,23.0,29.0,0.0,F,1640.0,S,Sher,Shpie,8530.0,1.0
7829,Europa,1.0,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,326.0,S,Okulas,Valousead,8360.0,1.0
2729,Europa,1.0,TRAPPIST-1e,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,92.0,P,Photope,Caltilter,2927.9999999999995,2.0
8162,Earth,0.0,TRAPPIST-1e,32.0,0.0,258.0,500.0,2.9999999999999996,15.0,128.0,1.0,F,1798.0,P,Justie,Fulloydez,8728.0,1.0
6556,Earth,0.0,TRAPPIST-1e,29.0,0.0,0.0,10.0,0.0,5.0,975.0,0.0,E,462.0,S,Verek,Wolferguson,6920.0,1.0
5991,Mars,0.0,55 Cancri e,39.0,0.0,1884.0,0.0,1435.0,5.0,469.00000000000006,0.0,D,191.0,S,Colf,Cre,6341.0,1.0
7605,Earth,1.0,55 Cancri e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,1307.6,S,Eline,Casonston,8129.0,1.0
1799,Europa,1.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,23.0,S,Nesham,Assibler,1917.9999999999998,1.0
5184,Mars,1.0,TRAPPIST-1e,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1144.0,P,Mondax,Mesty,5530.0,2.0
5687,Earth,0.0,TRAPPIST-1e,52.0,0.0,0.0,645.0,0.0,0.0,395.0,1.0,F,1146.0,S,Bobara,Alshipson,6031.000000000001,1.0
2809,Europa,0.0,55 Cancri e,29.999999999999996,0.0,728.0,2551.0,0.0,48.00000000000001,1804.0,1.0,B,97.0,P,Cellum,Alaring,3030.0,1.0
5177,Earth,0.0,TRAPPIST-1e,19.0,0.0,1.0,1.0,66.8,0.0,1755.0,0.0,G,886.0,P,Pamiea,Dickman,5527.0,1.0
5283,Europa,1.0,55 Cancri e,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A,53.79999999999999,S,Isoton,Supred,5642.0,2.0
7696,Earth,0.0,PSO J318.5-22,29.0,0.0,487.0,0.0,60.0,12.000000000000002,0.0,0.0,F,1569.0,S,Mollie,Tersimpson,8212.0,1.0
8198,Mars,1.0,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1807.0,P,Fles,Mine,8766.0,1.0
1920,Earth,1.0,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,330.0,P,Janee,Canton,2055.0,5.999999999999999
5561,Europa,0.0,TRAPPIST-1e,23.0,0.0,0.0,109.0,0.0,4810.0,25.0,0.0,B,201.0,P,Naviton,Sysilstict,5926.999999999999,2.0
7670,Earth,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,G,1319.0,S,Glenry,Estiagosen,8186.0,3.0
8336,Earth,0.0,TRAPPIST-1e,19.0,0.0,16.0,1739.0,9.0,5.0,8.0,1.0,G,1436.0,S,Enry,Goodson,8902.0,1.0
857,Europa,0.0,55 Cancri e,32.4,0.0,0.0,7767.0,0.0,15.0,2453.0,1.0,C,38.0,S,Hadaron,Stiviorad,923.0,1.0
2902,Earth,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,514.0,P,Feline,Mcneiderson,3136.0,1.0
2462,Earth,0.0,PSO J318.5-22,34.0,0.0,121.99999999999999,0.0,5.999999999999999,739.0,0.0,0.0,F,511.0,S,Terta,Chasey,2643.0,1.0
4955,Earth,0.0,TRAPPIST-1e,35.0,0.0,35.0,0.0,14.0,0.0,815.9999999999999,1.0,E,337.0,S,Florey,Torrez,5282.0,1.0
5387,Earth,0.0,PSO J318.5-22,19.0,0.0,5.0,0.0,0.0,715.9999999999999,0.0,0.0,F,1194.0,P,Inerry,Briggston,5756.0,3.0
4448,Europa,0.0,TRAPPIST-1e,37.0,0.0,8.0,21.0,0.0,56.0,2167.0,1.0,C,187.0,S,Arraiam,Inghtal,4726.000000000001,5.0
6086,Europa,0.0,55 Cancri e,54.99999999999999,0.0,113.99999999999999,222.0,0.0,2575.0,2919.0,0.0,D,202.0,P,Asch,Stradick,6432.0,1.0
2885,Mars,1.0,TRAPPIST-1e,25.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,E,204.0,S,Rionk,Rhuba,3120.0000000000005,1.0
4915,Earth,0.0,TRAPPIST-1e,24.0,0.0,1231.0,0.0,0.0,1.0,3.0,1.0,F,1005.0,S,Lanedy,Mclardson,5243.0,1.0
1335,Earth,0.0,TRAPPIST-1e,65.0,0.0,259.0,0.0,0.0,0.0,1915.9999999999998,0.0,F,280.0,P,Andace,Kinson,1414.0,1.0
2478,Mars,0.0,TRAPPIST-1e,14.0,0.0,725.2,0.0,0.0,0.0,0.0,1.0,E,182.0,S,Luse,Gelie,2659.0,1.0
